Id,Sentence,Categories,Target Party,Specificity,Split
350,"Our moment to dig a little deeper, to try a little harder, to be part of something bigger than just ourselves.",Assertive,Labor,,
351,"And for all of the complexities, all of the intricacies, for all the to-and-fro in the 13 days to come.",Assertive,Labor,,
352,"In the end, the choice for Australians is simple:",Assertive,Labor,,1.0
353,If you want to save Medicare – ,Assertive,Labor,,1.0
354,vote Labor.,Directive,Labor,,
355,"If you want better schools, not richer banks – ",Assertive,Labor,,1.0
356,vote Labor.,Directive,Labor,,
357,"If you want a tax cut for local jobs, not a tax break for foreign shareholders –",Assertive,Labor,,1.0
358,vote Labor.,Directive,Labor,,
359,If you want a housing affordability plan that’s more than just – ‘get rich parents’ –,Assertive,Labor,,1.0
360,vote Labor.,Directive,Labor,,
361,If you want a first-rate NBN for a first-rate economy – ,Assertive,Labor,,1.0
362,vote Labor.,Directive,Labor,,
363,If you want to save the Reef – ,Assertive,Labor,,1.0
364,vote Labor.,Directive,Labor,,
365,If you want the pension and penalty rates to be safe – ,Assertive,Labor,,1.0
366,vote Labor.,Directive,Labor,,
367,If you want marriage equality to be a reality – ,Assertive,Labor,,1.0
368,vote Labor.,Directive,Labor,,
369,"Friends some of the people who inspired me, some of my heroes and mentors, are Bob Hawke, Paul Keating, Bill Kelty.",Expressive,Labor,,
370,They got Australia to here.,Assertive,Labor,,
371,And this election is about 2030 –and how we get there.,Assertive,Labor,,
372,<LIST> It’s about the markers we set for the future of our nation:,Assertive,Labor,,1.0
373,<li> Jobs </li> ,Assertive,Labor,,1.0
374,<li> Education </li> ,Assertive,Labor,,1.0
375,<li> Medicare </li> ,Assertive,Labor,,1.0
376,<li> Broadband </li> ,Assertive,Labor,,1.0
377,<li> Infrastructure </li> ,Assertive,Labor,,1.0
378,<li> The equal treatment of women </li> ,Assertive,Labor,,1.0
379,"<li> And real action on climate change, doing our part in the world. </li> </LIST>",Assertive,Labor,,
380,Today my remarkable team and I offer ourselves as a new government dedicated to Australia’s oldest preposition: a fair go all around.,Assertive,Labor,,
381,A Labor government which recognises Australia has always grown stronger and richer by including everyone in opportunity and leaving no-one behind.,Assertive,Labor,,
382,Preserving for future generations the things which make Australia one of the finest and best and different countries in the world.,Assertive,Labor,,
383,"The Australian I see in the future is a creative country, a place of community, a Commonwealth built by common effort, courageous and generous people, striving together, shared opportunities and shared reward.",Assertive,Labor,,
384,"We carry that fight forward, we can win this election, if we give it every ounce of our energy.",Assertive,Labor,,
385,We will be a Labor government that will always put people first in the finest tradition of this great country we all love together.,Commissive-A,Labor,Vague,
386,Putting people first.,Assertive,Labor,,
387,Thank you very much ladies and gentlemen.,Expressive,Other,,
